index,class_info,class_count
242,"[('EOSINOPHIL', (7, 141, 24, 30)), ('LYMPHOCYTE', (145, 22, 26, 32)), ('NEUTROPHIL', (8, 52, 31, 41)), ('NEUTROPHIL', (134, 138, 31, 36))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
243,"[('EOSINOPHIL', (31, 21, 21, 28)), ('EOSINOPHIL', (112, 52, 19, 30)), ('LYMPHOCYTE', (66, 80, 19, 26)), ('NEUTROPHIL', (38, 122, 24, 29)), ('NEUTROPHIL', (161, 141, 30, 35))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
244,"[('EOSINOPHIL', (33, 0, 41, 46)), ('LYMPHOCYTE', (187, 129, 26, 34)), ('NEUTROPHIL', (180, 42, 27, 40)), ('NEUTROPHIL', (19, 114, 25, 33))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
245,"[('EOSINOPHIL', (60, 11, 30, 38)), ('LYMPHOCYTE', (174, 80, 21, 28)), ('MONOCYTE', (56, 166, 38, 52)), ('NEUTROPHIL', (190, 158, 26, 33))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
246,"[('EOSINOPHIL', (50, 196, 27, 28)), ('MONOCYTE', (144, 118, 31, 46)), ('NEUTROPHIL', (16, 75, 31, 37)), ('NEUTROPHIL', (137, 10, 35, 43))]","{'EOSINOPHIL': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
247,"[('EOSINOPHIL', (121, 10, 27, 38)), ('EOSINOPHIL', (218, 207, 6, 17)), ('EOSINOPHIL', (138, 112, 24, 23)), ('LYMPHOCYTE', (58, 64, 26, 33)), ('LYMPHOCYTE', (96, 21, 16, 28)), ('NEUTROPHIL', (42, 161, 37, 42))]","{'EOSINOPHIL': 3, 'LYMPHOCYTE': 2, 'NEUTROPHIL': 1}"
248,"[('EOSINOPHIL', (64, 59, 28, 40)), ('EOSINOPHIL', (84, 119, 28, 27)), ('EOSINOPHIL', (119, 141, 24, 30)), ('MONOCYTE', (150, 28, 38, 44))]","{'EOSINOPHIL': 3, 'MONOCYTE': 1}"
249,"[('EOSINOPHIL', (124, 69, 38, 37)), ('EOSINOPHIL', (37, 136, 29, 42)), ('EOSINOPHIL', (157, 164, 22, 35)), ('NEUTROPHIL', (25, 10, 35, 43))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
250,"[('EOSINOPHIL', (157, 74, 32, 31)), ('EOSINOPHIL', (129, 112, 35, 41)), ('LYMPHOCYTE', (52, 26, 24, 33)), ('MONOCYTE', (23, 7, 30, 52)), ('NEUTROPHIL', (1, 158, 25, 35))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
251,"[('LYMPHOCYTE', (75, 17, 26, 34)), ('LYMPHOCYTE', (145, 22, 26, 32)), ('LYMPHOCYTE', (160, 139, 28, 35)), ('MONOCYTE', (56, 166, 38, 52))]","{'LYMPHOCYTE': 3, 'MONOCYTE': 1}"
252,"[('EOSINOPHIL', (53, 30, 47, 48)), ('EOSINOPHIL', (31, 133, 21, 28)), ('LYMPHOCYTE', (66, 192, 19, 26)), ('MONOCYTE', (168, 54, 38, 52)), ('NEUTROPHIL', (153, 179, 33, 45))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
253,"[('EOSINOPHIL', (36, 126, 36, 54)), ('EOSINOPHIL', (122, 127, 28, 32)), ('LYMPHOCYTE', (170, 64, 26, 33)), ('LYMPHOCYTE', (208, 21, 16, 28)), ('NEUTROPHIL', (32, 31, 26, 34))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 2, 'NEUTROPHIL': 1}"
254,"[('EOSINOPHIL', (119, 141, 24, 30)), ('NEUTROPHIL', (29, 0, 27, 29)), ('NEUTROPHIL', (144, 31, 26, 34)), ('NEUTROPHIL', (53, 181, 27, 43))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
255,"[('EOSINOPHIL', (147, 177, 24, 34)), ('EOSINOPHIL', (112, 121, 18, 33)), ('NEUTROPHIL', (43, 20, 30, 42)), ('NEUTROPHIL', (145, 27, 36, 43)), ('NEUTROPHIL', (33, 162, 21, 29))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 3}"
256,"[('EOSINOPHIL', (45, 52, 22, 35)), ('EOSINOPHIL', (138, 0, 23, 24)), ('EOSINOPHIL', (68, 174, 24, 46)), ('EOSINOPHIL', (159, 112, 31, 40))]",{'EOSINOPHIL': 4}
257,"[('EOSINOPHIL', (106, 95, 6, 17)), ('EOSINOPHIL', (26, 0, 24, 23)), ('EOSINOPHIL', (49, 133, 45, 50)), ('NEUTROPHIL', (131, 55, 27, 28)), ('NEUTROPHIL', (134, 138, 31, 36))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 2}"
258,"[('EOSINOPHIL', (33, 0, 41, 46)), ('EOSINOPHIL', (64, 112, 28, 36)), ('MONOCYTE', (159, 69, 29, 41)), ('NEUTROPHIL', (136, 161, 26, 37))]","{'EOSINOPHIL': 2, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
259,"[('EOSINOPHIL', (53, 30, 47, 48)), ('EOSINOPHIL', (133, 180, 33, 44)), ('NEUTROPHIL', (161, 29, 30, 35)), ('NEUTROPHIL', (11, 149, 34, 42))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
260,"[('EOSINOPHIL', (19, 56, 30, 42)), ('EOSINOPHIL', (4, 151, 44, 56)), ('NEUTROPHIL', (112, 63, 25, 35)), ('NEUTROPHIL', (149, 152, 32, 41))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
261,"[('EOSINOPHIL', (20, 125, 29, 35)), ('EOSINOPHIL', (133, 180, 33, 44)), ('MONOCYTE', (150, 28, 38, 44)), ('NEUTROPHIL', (14, 47, 27, 36))]","{'EOSINOPHIL': 2, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
262,"[('EOSINOPHIL', (4, 0, 24, 25)), ('NEUTROPHIL', (140, 34, 29, 28)), ('NEUTROPHIL', (28, 146, 29, 28)), ('NEUTROPHIL', (112, 144, 27, 45))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
263,"[('EOSINOPHIL', (17, 0, 35, 41)), ('EOSINOPHIL', (4, 151, 44, 56)), ('LYMPHOCYTE', (164, 26, 24, 33)), ('LYMPHOCYTE', (156, 162, 25, 29)), ('MONOCYTE', (135, 7, 30, 52))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 2, 'MONOCYTE': 1}"
264,"[('EOSINOPHIL', (124, 69, 38, 37)), ('NEUTROPHIL', (33, 50, 21, 29)), ('NEUTROPHIL', (78, 158, 26, 33)), ('NEUTROPHIL', (137, 191, 22, 33))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
265,"[('EOSINOPHIL', (176, 0, 28, 36)), ('LYMPHOCYTE', (75, 182, 21, 30)), ('NEUTROPHIL', (28, 34, 29, 28)), ('NEUTROPHIL', (145, 162, 21, 29))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
266,"[('EOSINOPHIL', (26, 112, 23, 24)), ('NEUTROPHIL', (43, 42, 25, 33)), ('NEUTROPHIL', (139, 16, 24, 34)), ('NEUTROPHIL', (134, 140, 30, 50))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
267,"[('EOSINOPHIL', (24, 46, 25, 31)), ('NEUTROPHIL', (124, 29, 24, 30)), ('NEUTROPHIL', (70, 198, 28, 26)), ('NEUTROPHIL', (149, 112, 34, 37))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
268,"[('EOSINOPHIL', (12, 69, 38, 37)), ('LYMPHOCYTE', (145, 22, 26, 32)), ('NEUTROPHIL', (19, 114, 25, 33)), ('NEUTROPHIL', (137, 185, 33, 39))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
269,"[('EOSINOPHIL', (23, 57, 36, 31)), ('EOSINOPHIL', (45, 164, 22, 35)), ('EOSINOPHIL', (141, 178, 26, 36)), ('NEUTROPHIL', (126, 47, 27, 36))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
270,"[('EOSINOPHIL', (149, 136, 29, 42)), ('LYMPHOCYTE', (28, 145, 22, 27)), ('NEUTROPHIL', (20, 71, 24, 35)), ('NEUTROPHIL', (139, 16, 24, 34))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
271,"[('EOSINOPHIL', (142, 0, 40, 27)), ('LYMPHOCYTE', (75, 17, 26, 34)), ('NEUTROPHIL', (53, 193, 27, 27)), ('NEUTROPHIL', (161, 141, 30, 35))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
272,"[('EOSINOPHIL', (40, 16, 31, 31)), ('EOSINOPHIL', (116, 0, 24, 25)), ('LYMPHOCYTE', (58, 176, 26, 33)), ('LYMPHOCYTE', (96, 133, 16, 28)), ('NEUTROPHIL', (126, 159, 27, 36))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 2, 'NEUTROPHIL': 1}"
273,"[('EOSINOPHIL', (69, 0, 33, 28)), ('EOSINOPHIL', (116, 0, 24, 25)), ('EOSINOPHIL', (40, 128, 31, 31)), ('NEUTROPHIL', (170, 114, 28, 34))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
274,"[('EOSINOPHIL', (143, 166, 41, 47)), ('LYMPHOCYTE', (62, 80, 21, 28)), ('NEUTROPHIL', (120, 52, 31, 41)), ('NEUTROPHIL', (27, 133, 26, 29))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
275,"[('EOSINOPHIL', (47, 112, 31, 40)), ('EOSINOPHIL', (162, 196, 27, 28)), ('NEUTROPHIL', (45, 37, 34, 46)), ('NEUTROPHIL', (112, 32, 27, 45))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
276,"[('EOSINOPHIL', (19, 56, 30, 42)), ('EOSINOPHIL', (35, 177, 24, 34)), ('EOSINOPHIL', (0, 121, 18, 33)), ('NEUTROPHIL', (182, 86, 28, 26)), ('NEUTROPHIL', (137, 191, 22, 33))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 2}"
277,"[('', (45, 21, 27, 46)), ('LYMPHOCYTE', (164, 26, 24, 33)), ('LYMPHOCYTE', (20, 188, 26, 36)), ('MONOCYTE', (135, 7, 30, 52)), ('NEUTROPHIL', (168, 112, 30, 26))]","{'': 1, 'LYMPHOCYTE': 2, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
278,"[('EOSINOPHIL', (188, 51, 25, 35)), ('NEUTROPHIL', (43, 68, 32, 41)), ('NEUTROPHIL', (21, 140, 28, 39)), ('NEUTROPHIL', (115, 192, 32, 32))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
279,"[('EOSINOPHIL', (61, 59, 26, 33)), ('EOSINOPHIL', (124, 181, 38, 37)), ('NEUTROPHIL', (190, 46, 26, 33)), ('NEUTROPHIL', (0, 144, 27, 45))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
280,"[('EOSINOPHIL', (76, 51, 25, 35)), ('EOSINOPHIL', (157, 184, 36, 40)), ('LYMPHOCYTE', (75, 129, 26, 34)), ('MONOCYTE', (128, 60, 32, 34))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'MONOCYTE': 1}"
281,"[('EOSINOPHIL', (7, 29, 24, 30)), ('EOSINOPHIL', (171, 51, 26, 35)), ('LYMPHOCYTE', (187, 129, 26, 34)), ('MONOCYTE', (38, 140, 38, 44))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'MONOCYTE': 1}"
282,"[('LYMPHOCYTE', (132, 76, 26, 36)), ('MONOCYTE', (144, 118, 31, 46)), ('NEUTROPHIL', (3, 4, 21, 30)), ('NEUTROPHIL', (32, 194, 21, 30))]","{'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
283,"[('EOSINOPHIL', (218, 95, 6, 17)), ('EOSINOPHIL', (138, 0, 24, 23)), ('NEUTROPHIL', (51, 90, 28, 22)), ('NEUTROPHIL', (26, 35, 18, 28)), ('NEUTROPHIL', (8, 164, 31, 41)), ('NEUTROPHIL', (149, 112, 34, 37))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 4}"
284,"[('NEUTROPHIL', (56, 0, 30, 26)), ('NEUTROPHIL', (153, 67, 33, 45)), ('NEUTROPHIL', (22, 155, 31, 41)), ('NEUTROPHIL', (143, 144, 33, 40))]",{'NEUTROPHIL': 4}
285,"[('LYMPHOCYTE', (152, 164, 27, 31)), ('NEUTROPHIL', (42, 49, 37, 42)), ('NEUTROPHIL', (166, 68, 31, 39)), ('NEUTROPHIL', (21, 140, 28, 39))]","{'LYMPHOCYTE': 1, 'NEUTROPHIL': 3}"
286,"[('EOSINOPHIL', (61, 171, 26, 33)), ('NEUTROPHIL', (24, 35, 35, 42)), ('NEUTROPHIL', (115, 80, 32, 32)), ('NEUTROPHIL', (149, 152, 32, 41))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
287,"[('EOSINOPHIL', (31, 54, 41, 47)), ('EOSINOPHIL', (10, 127, 28, 32)), ('EOSINOPHIL', (121, 192, 23, 32)), ('NEUTROPHIL', (183, 2, 29, 37))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
288,"[('EOSINOPHIL', (135, 169, 36, 31)), ('NEUTROPHIL', (22, 28, 30, 50)), ('NEUTROPHIL', (151, 0, 23, 31)), ('NEUTROPHIL', (38, 122, 24, 29))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
289,"[('NEUTROPHIL', (31, 32, 33, 40)), ('NEUTROPHIL', (147, 66, 21, 30)), ('NEUTROPHIL', (43, 154, 25, 33)), ('NEUTROPHIL', (144, 143, 26, 34))]",{'NEUTROPHIL': 4}
290,"[('NEUTROPHIL', (19, 55, 27, 28)), ('NEUTROPHIL', (124, 29, 24, 30)), ('NEUTROPHIL', (53, 181, 27, 43)), ('NEUTROPHIL', (155, 132, 30, 42))]",{'NEUTROPHIL': 4}
291,"[('EOSINOPHIL', (49, 53, 21, 32)), ('NEUTROPHIL', (154, 49, 37, 42)), ('NEUTROPHIL', (53, 193, 27, 27)), ('NEUTROPHIL', (168, 112, 23, 25))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
292,"[('NEUTROPHIL', (43, 42, 25, 33)), ('NEUTROPHIL', (112, 32, 27, 45)), ('NEUTROPHIL', (22, 146, 26, 36)), ('NEUTROPHIL', (168, 133, 34, 36))]",{'NEUTROPHIL': 4}
293,"[('EOSINOPHIL', (33, 0, 41, 46)), ('LYMPHOCYTE', (139, 15, 20, 26)), ('NEUTROPHIL', (45, 149, 34, 46)), ('NEUTROPHIL', (137, 122, 35, 43))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
294,"[('', (157, 133, 27, 46)), ('NEUTROPHIL', (25, 10, 35, 43)), ('NEUTROPHIL', (134, 43, 31, 41)), ('NEUTROPHIL', (24, 147, 35, 42))]","{'': 1, 'NEUTROPHIL': 3}"
295,"[('EOSINOPHIL', (10, 127, 28, 32)), ('EOSINOPHIL', (133, 180, 33, 44)), ('LYMPHOCYTE', (33, 22, 26, 32)), ('NEUTROPHIL', (163, 11, 23, 30))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 1}"
296,"[('', (157, 21, 27, 46)), ('EOSINOPHIL', (147, 148, 27, 35)), ('LYMPHOCYTE', (21, 165, 19, 32)), ('NEUTROPHIL', (38, 10, 24, 29))]","{'': 1, 'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 1}"
297,"[('EOSINOPHIL', (10, 15, 28, 32)), ('EOSINOPHIL', (116, 151, 44, 56)), ('NEUTROPHIL', (161, 29, 30, 35)), ('NEUTROPHIL', (28, 146, 29, 28))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
298,"[('EOSINOPHIL', (43, 4, 30, 36)), ('EOSINOPHIL', (161, 53, 21, 32)), ('NEUTROPHIL', (38, 119, 30, 42)), ('NEUTROPHIL', (168, 133, 34, 36))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
299,"[('EOSINOPHIL', (157, 72, 36, 40)), ('LYMPHOCYTE', (48, 27, 28, 35)), ('NEUTROPHIL', (56, 133, 34, 36)), ('NEUTROPHIL', (126, 159, 27, 36))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
300,"[('NEUTROPHIL', (37, 0, 34, 37)), ('NEUTROPHIL', (145, 50, 21, 29)), ('NEUTROPHIL', (22, 140, 30, 50)), ('NEUTROPHIL', (139, 137, 25, 35))]",{'NEUTROPHIL': 4}
301,"[('EOSINOPHIL', (116, 39, 44, 56)), ('EOSINOPHIL', (26, 112, 23, 24)), ('EOSINOPHIL', (155, 116, 30, 36)), ('LYMPHOCYTE', (62, 80, 21, 28))]","{'EOSINOPHIL': 3, 'LYMPHOCYTE': 1}"
302,"[('NEUTROPHIL', (33, 50, 21, 29)), ('NEUTROPHIL', (139, 25, 25, 35)), ('NEUTROPHIL', (42, 164, 27, 34)), ('NEUTROPHIL', (132, 160, 24, 35))]",{'NEUTROPHIL': 4}
303,"[('EOSINOPHIL', (47, 0, 31, 40)), ('EOSINOPHIL', (36, 126, 36, 54)), ('EOSINOPHIL', (176, 112, 28, 36)), ('LYMPHOCYTE', (140, 33, 22, 27))]","{'EOSINOPHIL': 3, 'LYMPHOCYTE': 1}"
304,"[('EOSINOPHIL', (0, 52, 19, 30)), ('EOSINOPHIL', (155, 61, 23, 28)), ('EOSINOPHIL', (192, 206, 32, 18)), ('LYMPHOCYTE', (44, 134, 22, 33)), ('NEUTROPHIL', (175, 142, 33, 44))]","{'EOSINOPHIL': 3, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 1}"
305,"[('EOSINOPHIL', (148, 150, 24, 34)), ('MONOCYTE', (128, 60, 32, 34)), ('NEUTROPHIL', (54, 68, 31, 39)), ('NEUTROPHIL', (71, 114, 29, 37))]","{'EOSINOPHIL': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
306,"[('EOSINOPHIL', (156, 22, 40, 50)), ('LYMPHOCYTE', (44, 22, 22, 33)), ('NEUTROPHIL', (53, 181, 27, 43)), ('NEUTROPHIL', (134, 155, 31, 41))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
307,"[('EOSINOPHIL', (71, 57, 29, 42)), ('EOSINOPHIL', (33, 136, 40, 46)), ('NEUTROPHIL', (155, 20, 30, 42)), ('NEUTROPHIL', (150, 119, 30, 42))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
308,"[('EOSINOPHIL', (19, 56, 30, 42)), ('EOSINOPHIL', (43, 173, 23, 28)), ('MONOCYTE', (147, 30, 26, 34)), ('MONOCYTE', (147, 142, 26, 34))]","{'EOSINOPHIL': 2, 'MONOCYTE': 2}"
309,"[('LYMPHOCYTE', (52, 138, 24, 33)), ('MONOCYTE', (23, 119, 30, 52)), ('NEUTROPHIL', (1, 46, 25, 35)), ('NEUTROPHIL', (157, 37, 34, 46)), ('NEUTROPHIL', (165, 193, 27, 27))]","{'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 3}"
310,"[('EOSINOPHIL', (157, 74, 32, 31)), ('EOSINOPHIL', (12, 181, 38, 37)), ('EOSINOPHIL', (160, 158, 36, 44)), ('NEUTROPHIL', (49, 3, 23, 33))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
311,"[('EOSINOPHIL', (30, 112, 40, 27)), ('NEUTROPHIL', (28, 34, 29, 28)), ('NEUTROPHIL', (119, 45, 32, 42)), ('NEUTROPHIL', (176, 182, 23, 30))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
312,"[('EOSINOPHIL', (68, 62, 24, 46)), ('EOSINOPHIL', (66, 180, 27, 36)), ('EOSINOPHIL', (143, 112, 28, 26)), ('NEUTROPHIL', (147, 66, 21, 30))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
313,"[('LYMPHOCYTE', (27, 15, 20, 26)), ('LYMPHOCYTE', (52, 138, 24, 33)), ('MONOCYTE', (23, 119, 30, 52)), ('NEUTROPHIL', (125, 40, 26, 35)), ('NEUTROPHIL', (157, 149, 34, 46))]","{'LYMPHOCYTE': 2, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
314,"[('EOSINOPHIL', (132, 13, 29, 35)), ('EOSINOPHIL', (43, 173, 23, 28)), ('NEUTROPHIL', (31, 4, 33, 41)), ('NEUTROPHIL', (136, 161, 26, 37))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
315,"[('EOSINOPHIL', (49, 21, 45, 50)), ('EOSINOPHIL', (48, 165, 27, 32)), ('EOSINOPHIL', (181, 112, 33, 28)), ('NEUTROPHIL', (183, 2, 29, 37))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
316,"[('EOSINOPHIL', (131, 168, 30, 42)), ('LYMPHOCYTE', (186, 70, 21, 30)), ('NEUTROPHIL', (32, 82, 21, 30)), ('NEUTROPHIL', (25, 122, 35, 43))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
317,"[('EOSINOPHIL', (48, 165, 27, 32)), ('MONOCYTE', (159, 181, 29, 41)), ('NEUTROPHIL', (31, 4, 33, 41)), ('NEUTROPHIL', (162, 39, 39, 48))]","{'EOSINOPHIL': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
318,"[('EOSINOPHIL', (36, 126, 36, 54)), ('EOSINOPHIL', (143, 112, 28, 26)), ('LYMPHOCYTE', (75, 70, 21, 30)), ('NEUTROPHIL', (155, 42, 25, 33))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 1}"
319,"[('EOSINOPHIL', (36, 38, 24, 34)), ('EOSINOPHIL', (148, 38, 24, 34)), ('LYMPHOCYTE', (187, 129, 26, 34)), ('NEUTROPHIL', (54, 180, 31, 39))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 1}"
320,"[('LYMPHOCYTE', (145, 22, 26, 32)), ('LYMPHOCYTE', (187, 129, 26, 34)), ('MONOCYTE', (56, 166, 38, 52)), ('NEUTROPHIL', (37, 40, 32, 41))]","{'LYMPHOCYTE': 2, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
321,"[('EOSINOPHIL', (145, 0, 41, 46)), ('LYMPHOCYTE', (140, 145, 22, 27)), ('NEUTROPHIL', (46, 63, 24, 30)), ('NEUTROPHIL', (70, 26, 26, 28)), ('NEUTROPHIL', (49, 115, 23, 33))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 3}"
322,"[('EOSINOPHIL', (26, 47, 25, 39)), ('EOSINOPHIL', (45, 164, 22, 35)), ('EOSINOPHIL', (141, 178, 26, 36)), ('MONOCYTE', (128, 60, 32, 34))]","{'EOSINOPHIL': 3, 'MONOCYTE': 1}"
323,"[('EOSINOPHIL', (144, 21, 21, 28)), ('EOSINOPHIL', (133, 180, 33, 44)), ('LYMPHOCYTE', (75, 17, 26, 34)), ('LYMPHOCYTE', (178, 80, 19, 26)), ('NEUTROPHIL', (11, 149, 34, 42))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 2, 'NEUTROPHIL': 1}"
324,"[('EOSINOPHIL', (31, 0, 28, 26)), ('EOSINOPHIL', (218, 95, 6, 17)), ('EOSINOPHIL', (138, 0, 24, 23)), ('LYMPHOCYTE', (156, 134, 22, 33)), ('NEUTROPHIL', (0, 175, 25, 35))]","{'EOSINOPHIL': 3, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 1}"
325,"[('NEUTROPHIL', (3, 4, 21, 30)), ('NEUTROPHIL', (112, 32, 27, 45)), ('NEUTROPHIL', (21, 140, 28, 39)), ('NEUTROPHIL', (163, 122, 28, 44))]",{'NEUTROPHIL': 4}
326,"[('LYMPHOCYTE', (27, 15, 20, 26)), ('LYMPHOCYTE', (133, 165, 19, 32)), ('NEUTROPHIL', (134, 34, 26, 36)), ('NEUTROPHIL', (18, 126, 29, 55))]","{'LYMPHOCYTE': 2, 'NEUTROPHIL': 2}"
327,"[('EOSINOPHIL', (141, 66, 26, 36)), ('EOSINOPHIL', (171, 163, 26, 35)), ('LYMPHOCYTE', (44, 22, 22, 33)), ('NEUTROPHIL', (21, 140, 28, 39))]","{'EOSINOPHIL': 2, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 1}"
328,"[('EOSINOPHIL', (155, 61, 23, 28)), ('LYMPHOCYTE', (75, 17, 26, 34)), ('MONOCYTE', (38, 140, 38, 44)), ('NEUTROPHIL', (173, 112, 31, 26))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
329,"[('EOSINOPHIL', (76, 163, 25, 35)), ('MONOCYTE', (128, 60, 32, 34)), ('NEUTROPHIL', (39, 0, 23, 31)), ('NEUTROPHIL', (165, 181, 27, 43))]","{'EOSINOPHIL': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
330,"[('EOSINOPHIL', (180, 62, 24, 46)), ('EOSINOPHIL', (36, 150, 24, 34)), ('NEUTROPHIL', (43, 68, 32, 41)), ('NEUTROPHIL', (150, 151, 31, 40))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
331,"[('LYMPHOCYTE', (160, 139, 28, 35)), ('MONOCYTE', (56, 54, 38, 52)), ('NEUTROPHIL', (139, 21, 26, 29)), ('NEUTROPHIL', (12, 141, 24, 30))]","{'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
332,"[('EOSINOPHIL', (45, 52, 22, 35)), ('MONOCYTE', (200, 186, 24, 38)), ('NEUTROPHIL', (155, 42, 25, 33)), ('NEUTROPHIL', (27, 128, 24, 34)), ('NEUTROPHIL', (126, 135, 26, 33))]","{'EOSINOPHIL': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 3}"
333,"[('EOSINOPHIL', (69, 0, 33, 28)), ('LYMPHOCYTE', (74, 182, 21, 30)), ('NEUTROPHIL', (144, 82, 21, 30)), ('NEUTROPHIL', (155, 180, 32, 41))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
334,"[('EOSINOPHIL', (66, 68, 27, 36)), ('EOSINOPHIL', (45, 164, 22, 35)), ('EOSINOPHIL', (145, 112, 41, 46)), ('NEUTROPHIL', (144, 31, 26, 34))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
335,"[('EOSINOPHIL', (188, 163, 25, 35)), ('NEUTROPHIL', (42, 49, 37, 42)), ('NEUTROPHIL', (113, 46, 25, 35)), ('NEUTROPHIL', (51, 202, 28, 22)), ('NEUTROPHIL', (26, 147, 18, 28))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 4}"
